Player,Team,Date,PTS,REB,AST,MIN,Location,Opponent
Stephen Curry,GSW,2025-10-27 08:27:09.593077,25.12532186368289,9.372253365210543,4.244542069022504,33.95721897290856,Home,OPP
Kevin Durant,PHX,2025-10-27 08:27:09.593077,11.62467607999271,6.9536340490935284,7.197205107429722,37.14479431415539,Home,OPP
Nikola Jokic,DEN,2025-10-27 08:27:09.593077,15.592867895879992,3.361463630685276,4.440472238993638,36.108560772255956,Home,OPP
Jimmy Butler,MIA,2025-10-27 08:27:09.593077,25.749684307997004,3.608026210939604,4.258289612576098,32.781286295133015,Home,OPP
Luka Doncic,DAL,2025-10-27 08:27:09.593077,28.35016735653914,5.1765986284029335,7.562159333638194,28.603903110268327,Home,OPP
Giannis Antetokounmpo,MIL,2025-10-27 08:27:09.593077,23.96226649722813,7.900813545876987,7.737907993377002,28.609778051216413,Home,OPP
LeBron James,LAL,2025-10-30 08:27:09.593077,21.15682246918141,13.206029380244097,6.272635844292184,35.6658232615184,Away,OPP
Anthony Davis,LAL,2025-10-30 08:27:09.593077,37.98480627974346,8.071705257676918,9.07942940175831,32.09988671642588,Away,OPP
Jayson Tatum,BOS,2025-10-30 08:27:09.593077,24.16511249019153,4.203535725858899,3.799886598094943,33.378693041175495,Away,OPP
Jaylen Brown,BOS,2025-10-30 08:27:09.593077,27.575949990254742,4.261323055843437,4.634212210086322,36.19525702324309,Away,OPP
Stephen Curry,GSW,2025-10-30 08:27:09.593077,16.964391107768684,14.803538811934828,5.986047508747256,39.5897999670622,Away,OPP
Kevin Durant,PHX,2025-10-30 08:27:09.593077,19.255287766321214,6.045337796715176,2.9441268189629577,29.75797939043621,Away,OPP
Nikola Jokic,DEN,2025-10-30 08:27:09.593077,33.332235781255164,5.930039652889057,7.020932374174936,45.74985839400986,Away,OPP
Jimmy Butler,MIA,2025-10-30 08:27:09.593077,21.33352745295406,4.686158445689939,3.135403743360013,44.49864354327242,Away,OPP
Luka Doncic,DAL,2025-10-30 08:27:09.593077,27.351545090202436,1.8094736623312935,6.720546045918005,35.44321590293572,Away,OPP
Giannis Antetokounmpo,MIL,2025-10-30 08:27:09.593077,23.058809704462927,16.005710784736983,0.4293282974786461,37.19456936953366,Away,OPP
LeBron James,LAL,2025-11-02 08:27:09.593077,18.500638024443134,6.962858533394983,7.429386767690769,36.316161009862476,Home,OPP
Anthony Davis,LAL,2025-11-02 08:27:09.593077,19.989071878855473,10.230716780108605,4.275371755913575,36.69628007107275,Home,OPP
Jayson Tatum,BOS,2025-11-02 08:27:09.593077,33.28933918150043,11.21877959118402,8.460104450329911,38.249047139270246,Home,OPP
Jaylen Brown,BOS,2025-11-02 08:27:09.593077,20.503066731044054,11.233977345327581,4.212548636284439,24.602144274036405,Home,OPP
Stephen Curry,GSW,2025-11-02 08:27:09.593077,21.89000756060757,5.059939734923309,10.037378638716625,43.43094678385711,Home,OPP
Kevin Durant,PHX,2025-11-02 08:27:09.593077,19.91658716171515,10.460801527310533,4.509694323008121,29.700646159073024,Home,OPP
Nikola Jokic,DEN,2025-11-02 08:27:09.593077,17.465495913319067,14.276562029516075,5.711281878687408,35.31415514741529,Home,OPP
Jimmy Butler,MIA,2025-11-02 08:27:09.593077,31.179379356346395,8.296473740059392,6.1022488167580935,33.44917702499562,Home,OPP
Luka Doncic,DAL,2025-11-02 08:27:09.593077,31.578402718983174,6.770020546195637,6.139180786503522,42.0548722245109,Home,OPP
Giannis Antetokounmpo,MIL,2025-11-02 08:27:09.593077,23.44672310442999,12.961135216498985,6.5185385072587,42.501671995595096,Home,OPP
LeBron James,LAL,2025-11-05 08:27:09.593077,36.865580404116805,5.738730299725086,6.155675870350939,46.781564937410145,Away,OPP
Anthony Davis,LAL,2025-11-05 08:27:09.593077,24.224889985113826,-2.526351598295536,4.8555185128307246,33.92525962788225,Away,OPP
Jayson Tatum,BOS,2025-11-05 08:27:09.593077,26.16731996440235,11.374190854814934,2.7045473958790507,30.615881782767183,Away,OPP
Jaylen Brown,BOS,2025-11-05 08:27:09.593077,33.992826865002804,11.695791152945734,5.251711242968782,36.10998805067636,Away,OPP
Stephen Curry,GSW,2025-11-05 08:27:09.593077,28.0952070333597,4.300576859753974,4.656063520486885,26.82167229657243,Away,OPP
Kevin Durant,PHX,2025-11-05 08:27:09.593077,30.014202413849446,9.024765611578596,8.792700961951471,31.883458991935225,Away,OPP
Nikola Jokic,DEN,2025-11-05 08:27:09.593077,32.98995763779855,6.616067342020471,6.44913163453678,37.23040555680856,Away,OPP
Jimmy Butler,MIA,2025-11-05 08:27:09.593077,24.809981022068953,4.063915795291001,7.486417519054772,32.33563503592464,Away,OPP
Luka Doncic,DAL,2025-11-05 08:27:09.593077,26.572148680826217,9.34700515771235,5.383132146273239,29.226681323924097,Away,OPP
Giannis Antetokounmpo,MIL,2025-11-05 08:27:09.593077,26.739251993464183,10.03674703129195,6.310852147088205,25.61676316248109,Away,OPP
LeBron James,LAL,2025-11-08 08:27:09.593077,35.02056686332047,4.9583500417429045,6.907978809270427,31.035654212705758,Home,OPP
Anthony Davis,LAL,2025-11-08 08:27:09.593077,28.734080678363718,6.890528322969619,5.12363608686066,33.008409230499915,Home,OPP
Jayson Tatum,BOS,2025-11-08 08:27:09.593077,26.752613322999593,5.371476708690095,5.958939884064158,26.122366367281813,Home,OPP
Jaylen Brown,BOS,2025-11-08 08:27:09.593077,26.051640860246817,6.459002877640777,5.568686444863234,35.40581289564951,Home,OPP
Stephen Curry,GSW,2025-11-08 08:27:09.593077,31.444780382427773,12.813212081362382,4.969119499797664,28.85508381202649,Home,OPP
Kevin Durant,PHX,2025-11-08 08:27:09.593077,38.106499482622766,5.6476403254363134,4.692128453393407,27.28627823747408,Home,OPP
Nikola Jokic,DEN,2025-11-08 08:27:09.593077,23.279758192149114,4.588071812623145,7.999496735647094,36.65267325392881,Home,OPP
Jimmy Butler,MIA,2025-11-08 08:27:09.593077,16.78003752014464,15.126555175742052,5.662900362858874,42.59020758378691,Home,OPP
Luka Doncic,DAL,2025-11-08 08:27:09.593077,33.839930990433025,16.104488995777025,2.882573280328307,37.25059703401081,Home,OPP
Giannis Antetokounmpo,MIL,2025-11-08 08:27:09.593077,30.482908988552268,7.397553628734666,7.604753332750287,38.8714048169254,Home,OPP
LeBron James,LAL,2025-11-11 08:27:09.593077,28.705029133077332,15.03409851718213,8.039300639676316,34.77750318518616,Away,OPP
Anthony Davis,LAL,2025-11-11 08:27:09.593077,29.32262952126558,7.454898880496906,10.572422357380155,42.07297701086845,Away,OPP
Jayson Tatum,BOS,2025-11-11 08:27:09.593077,26.313133765958998,6.5944726448442275,11.544371918613962,37.06141133791046,Away,OPP
Jaylen Brown,BOS,2025-11-11 08:27:09.593077,20.97228486712445,7.526811133031274,0.7579027444149062,30.024774760204348,Away,OPP
Stephen Curry,GSW,2025-11-11 08:27:09.593077,27.95775434098314,10.978676932923161,6.688956982133733,31.168023925594156,Away,OPP
Kevin Durant,PHX,2025-11-11 08:27:09.593077,23.81111279514271,3.8156402300774444,9.729074117010958,39.93688392318295,Away,OPP
Nikola Jokic,DEN,2025-11-11 08:27:09.593077,21.16339175104971,10.67946829402505,6.86079442071817,33.08489674188991,Away,OPP
Jimmy Butler,MIA,2025-11-11 08:27:09.593077,27.02167659098844,7.8418175558023435,5.512917163762221,35.2159370498309,Away,OPP
Luka Doncic,DAL,2025-11-11 08:27:09.593077,18.25664272722673,6.844701615226638,14.061091836634542,32.28457331106097,Away,OPP
Giannis Antetokounmpo,MIL,2025-11-11 08:27:09.593077,17.136529704248797,8.013219583940286,6.969310813240881,42.94438645532649,Away,OPP
LeBron James,LAL,2025-11-14 08:27:09.593077,20.633973571145834,4.629269621846042,1.4208460775242058,37.56167513423974,Home,OPP
Anthony Davis,LAL,2025-11-14 08:27:09.593077,14.367911510047191,-0.4003576871582144,9.570525300748963,35.70144985602394,Home,OPP
Jayson Tatum,BOS,2025-11-14 08:27:09.593077,17.41142236434477,5.296547671616784,6.200384094053358,28.699093453500577,Home,OPP
Jaylen Brown,BOS,2025-11-14 08:27:09.593077,33.99746389633728,8.88184769090366,5.298043399232712,34.49017358228401,Home,OPP
Stephen Curry,GSW,2025-11-14 08:27:09.593077,28.418422073105727,11.796353396210076,4.360177680031182,27.325378651250684,Home,OPP
Kevin Durant,PHX,2025-11-14 08:27:09.593077,24.041954784983957,11.961092872253449,2.189965978159961,34.839799918719436,Home,OPP
Nikola Jokic,DEN,2025-11-14 08:27:09.593077,22.281840993202366,8.833176625313596,9.464523604705489,36.34226418666342,Home,OPP
Jimmy Butler,MIA,2025-11-14 08:27:09.593077,17.81353952981837,12.3041096638324,5.550032844362977,22.64455690626608,Home,OPP
Luka Doncic,DAL,2025-11-14 08:27:09.593077,16.254112410357425,10.795650590310778,4.539644324506574,33.980414142398125,Home,OPP
Giannis Antetokounmpo,MIL,2025-11-14 08:27:09.593077,26.82917368183874,13.735677879743179,2.4274000498671526,36.03965962894706,Home,OPP
LeBron James,LAL,2025-11-17 08:27:09.593077,19.69486768610249,7.93582983326629,8.80177862829393,33.98000612553276,Away,OPP
Anthony Davis,LAL,2025-11-17 08:27:09.593077,25.736573860466912,8.769198527292488,9.353306344980204,25.717838784748544,Away,OPP
Jayson Tatum,BOS,2025-11-17 08:27:09.593077,18.337482163948717,4.206469322883798,3.5170845582415335,43.126138221774234,Away,OPP
Jaylen Brown,BOS,2025-11-17 08:27:09.593077,17.60157532443465,8.00565548130217,6.639667559940948,34.21300999264319,Away,OPP
Stephen Curry,GSW,2025-11-17 08:27:09.593077,29.551973827049462,9.837126120025063,10.827764340801217,29.96965989563259,Away,OPP
Kevin Durant,PHX,2025-11-17 08:27:09.593077,19.10023676893968,6.542910820479192,8.461692103474213,39.10575911313176,Away,OPP
Nikola Jokic,DEN,2025-11-17 08:27:09.593077,25.19661375065224,3.800239293775033,4.182500434405663,34.642998786707565,Away,OPP
Jimmy Butler,MIA,2025-11-17 08:27:09.593077,31.783707109935857,6.438994917949554,4.113474266342607,39.0466853390283,Away,OPP
Luka Doncic,DAL,2025-11-17 08:27:09.593077,18.67506586936919,7.250082455066463,4.035224695172026,40.2988985199586,Away,OPP
Giannis Antetokounmpo,MIL,2025-11-17 08:27:09.593077,32.60859107648325,8.843147331950185,8.748298166281446,42.255216765813984,Away,OPP
LeBron James,LAL,2025-11-20 08:27:09.593077,8.590228792251803,13.526291317314273,6.321712975344543,32.47097646449696,Home,OPP
Anthony Davis,LAL,2025-11-20 08:27:09.593077,33.90953549108581,12.609188422442752,8.973377539707933,34.61723935133036,Home,OPP
Jayson Tatum,BOS,2025-11-20 08:27:09.593077,31.6096504064137,8.038676669051187,1.8747245245949387,22.97745300775001,Home,OPP
Jaylen Brown,BOS,2025-11-20 08:27:09.593077,23.06706135519113,6.130088280918333,6.309536742899992,36.76484254373193,Home,OPP
Stephen Curry,GSW,2025-11-20 08:27:09.593077,18.614778677723724,12.205446928985992,5.787333139605257,29.141707425264812,Home,OPP
Kevin Durant,PHX,2025-11-20 08:27:09.593077,29.282222661313803,12.662493449617987,1.327715964195625,31.93337566859114,Home,OPP
Nikola Jokic,DEN,2025-11-20 08:27:09.593077,15.237331255311684,7.216043352952328,8.325678752706635,37.468996564856404,Home,OPP
Jimmy Butler,MIA,2025-11-20 08:27:09.593077,33.82514883579578,8.319981847464092,2.8028591802172937,39.39447988878685,Home,OPP
Luka Doncic,DAL,2025-11-20 08:27:09.593077,6.05243520070843,11.351625291986972,-1.19963622217365,31.49800249382266,Home,OPP
Giannis Antetokounmpo,MIL,2025-11-20 08:27:09.593077,21.886384552586236,14.53117874145019,-1.0402843838287197,34.67591876199351,Home,OPP
LeBron James,LAL,2025-11-23 08:27:09.593077,12.291898861353676,8.539426355657286,2.8110298253352974,39.07355142551759,Away,OPP
Anthony Davis,LAL,2025-11-23 08:27:09.593077,22.30949031262445,6.900661497190734,11.70399719675914,35.707315364833946,Away,OPP
Jayson Tatum,BOS,2025-11-23 08:27:09.593077,22.92409086761241,0.1569932126645739,2.2905747572287356,35.129263333316075,Away,OPP
Jaylen Brown,BOS,2025-11-23 08:27:09.593077,25.69156533588207,10.08739005398614,10.430316760728306,34.02772265352703,Away,OPP
Stephen Curry,GSW,2025-11-23 08:27:09.593077,22.61507084083903,7.0555658306677005,5.180164499991307,25.105278055655766,Away,OPP
Kevin Durant,PHX,2025-11-23 08:27:09.593077,20.538482753533486,7.764055149405124,10.48103343506138,38.644823346389416,Away,OPP
Nikola Jokic,DEN,2025-11-23 08:27:09.593077,27.252918410818587,4.092095047815112,4.3254188145823145,31.539628027381927,Away,OPP
Jimmy Butler,MIA,2025-11-23 08:27:09.593077,26.54336068720516,0.37813191414836655,1.2116177111984339,32.234397496279435,Away,OPP
Luka Doncic,DAL,2025-11-23 08:27:09.593077,22.865456490635754,2.2753623529570124,3.238915812520378,42.17172960030898,Away,OPP
Giannis Antetokounmpo,MIL,2025-11-23 08:27:09.593077,15.038547582990397,5.837638722138271,10.350541664183128,30.334358624558657,Away,OPP
